LOCATION_GROUP,LOCATION_TYPE,LOCATION_CODE,LOCATION,LONGITUDE,LATITUDE
Mobil,Otobus 3G,IETT-K1128,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1129,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1130,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1131,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1132,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1133,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1134,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1135,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1136,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1137,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1138,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1139,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1140,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1141,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1142,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1143,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1144,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1145,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1146,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1149,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1150,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1151,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1152,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1153,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1154,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1155,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1156,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1157,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1158,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1159,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1160,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1161,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1162,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1163,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1164,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1165,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1166,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1167,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1168,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1169,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1170,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1172,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1173,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1174,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1175,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1176,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1177,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1178,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1179,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1180,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1181,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1182,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1183,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1184,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1185,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1186,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1187,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1188,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1189,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1190,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1191,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1192,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1193,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1194,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1195,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1196,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1197,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1198,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1199,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1200,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1201,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1202,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1203,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1204,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1205,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1206,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1207,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1208,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1209,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1210,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1211,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1212,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1213,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1214,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1215,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1216,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1217,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1218,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1219,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1220,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1221,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1222,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1223,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1224,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1225,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1227,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1228,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1229,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1230,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1231,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1232,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1234,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1235,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1236,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1237,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1238,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1239,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1240,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1501,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1503,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1504,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1506,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1507,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1508,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1509,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1511,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1512,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1513,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1514,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1515,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1516,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1517,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1518,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1519,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1520,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1521,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1522,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1523,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1524,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1525,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1526,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1527,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1528,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1529,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1530,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1531,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1532,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1534,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1535,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1536,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1537,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1538,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1539,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1540,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1541,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1542,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1543,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1544,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1545,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1546,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1547,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1548,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1549,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1550,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1551,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1552,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1553,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1554,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1555,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1556,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1557,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1558,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1559,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1560,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1561,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1562,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1563,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1564,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1565,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1566,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1567,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1568,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1569,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1570,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1571,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1572,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1573,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1574,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1577,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1578,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1579,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1580,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1581,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1582,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1583,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1584,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1585,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1586,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1587,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1588,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1589,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1590,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1591,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1592,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1593,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1594,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1595,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1596,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1597,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1598,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1600,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1601,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1602,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1603,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1604,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1605,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1606,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1607,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1608,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1609,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1610,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1611,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1612,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1613,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1614,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1615,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1616,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1617,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1618,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1619,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1620,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1621,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1622,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1623,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1624,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1625,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1626,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1627,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1628,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1629,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1631,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1632,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1633,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1634,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1635,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1636,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1637,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1638,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1639,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1640,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1642,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1643,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1644,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1645,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1646,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1647,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1648,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1649,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1650,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1651,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1652,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1653,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1654,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1655,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1656,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1657,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1658,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1659,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1660,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1661,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1662,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1663,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1664,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1665,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1666,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1667,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1668,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1669,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1670,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1671,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1672,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1673,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1674,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1675,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1676,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1677,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1678,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1679,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1680,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1681,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1682,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1683,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1684,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1685,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1686,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1687,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1688,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1689,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1690,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1691,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1692,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1693,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1694,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1695,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1696,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1697,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1698,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1699,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1700,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1701,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1702,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1703,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1704,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1705,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1706,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1707,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1708,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1710,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1711,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1712,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1713,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1714,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1715,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1716,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1717,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1718,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1719,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1720,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1721,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1722,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1723,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1724,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1725,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1726,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1727,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1728,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1729,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1730,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1731,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1732,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1733,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1734,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1735,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1736,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1737,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1738,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1739,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1740,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1741,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1742,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1743,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1744,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1745,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1746,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1747,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1748,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1749,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1750,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1751,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1752,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1753,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1754,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1755,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1756,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1757,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1758,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1759,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-K1760,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1003,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1004,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1005,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1006,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1007,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1008,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1009,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1010,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1011,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1012,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1013,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1014,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1016,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1017,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1018,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1019,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1020,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1021,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1022,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1023,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1024,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1025,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1027,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1028,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1029,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1030,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1031,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1032,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1033,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1034,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1035,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1036,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1037,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1038,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1039,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1040,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1041,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1042,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1043,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1044,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1045,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1046,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1047,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1048,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1049,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1050,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1052,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1053,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1054,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1055,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1056,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1057,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1058,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1059,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1060,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1061,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1062,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1063,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1064,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1065,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1066,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1067,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1068,IETT Otobus,0,0
Mobil,Otobus 3G,IETT-O1069,IETT Otobus,0,0
